disease	taxon_rank_level	ncbi_taxon_id	samples	abus_mean	abus_median	abus_sd
D006262	genus	56999	6	0.020695722	0.009136526	0.024461526
D006262	genus	57495	6	0.040005415	0.02123319	0.044684628
D006262	genus	58108	6	0.019172289	0.01927867	0.012330309
D006262	genus	58904	6	0.01319016	0.010989011	0.005256667
D006262	genus	59195	6	0.054053691	0.051252487	0.048417645
D006262	genus	82345	6	0.020735904	0.0177174	0.012696019
D006262	genus	88138	6	0.040618576	0.028748642	0.045004213
D006262	genus	99479	6	0.018010436	0.01353086	0.014777751
D006262	genus	182639	6	0.022122876	0.019860481	0.009238703
D006262	genus	201096	6	0.100379468	0.083532714	0.077230351
D006262	genus	203133	6	0.057464721	0.023724999	0.089807881
D006262	genus	242605	6	0.075449428	0.082598938	0.042313096
D006262	genus	261933	6	0.092973426	0.050073363	0.113500813
D006262	genus	319458	6	0.112095412	0.112146759	0.058483791
D006262	genus	340117	6	0.035674049	0.033271694	0.030606611
D006262	genus	361050	6	0.071580611	0.072690246	0.039819359
D006262	genus	392332	6	0.236842542	0.039597057	0.40791908
D006262	genus	513557	6	0.11832013	0.016392357	0.255372019
D006262	genus	519427	6	0.37067995	0.384364121	0.258940897
D006262	genus	565005	6	0.08090664	0.073897925	0.046925523
D006262	genus	649461	6	0.149695205	0.033613311	0.300631552
D006262	genus	667112	6	0.089247971	0.094095561	0.055006664
D006262	genus	1042313	6	0.02814923	0.020239186	0.026617738
D006262	genus	1076933	6	0.208894253	0.206200183	0.04333886
D006262	genus	1155385	6	0.048632081	0.035120802	0.040394656
D006262	genus	1221880	6	0.135029583	0.00881853	0.221844955
D006262	genus	1344552	6	0.07334659	0.052577697	0.081705385
D006262	genus	1431823	6	0.150322188	0.033792093	0.282987371
D006262	genus	1453544	6	0.133836309	0.11620384	0.125765837
D006262	genus	1612198	6	0.306165925	0.17811988	0.329327169
D006262	genus	1649298	6	10.63054306	0.027456394	25.95941245
D006262	genus	1649496	6	3.896817429	2.477886829	4.895574344
D006262	genus	1730861	6	0.012561835	0.007608269	0.012826829
D006262	genus	1738655	6	0.152047043	0.048860422	0.252973565
D006262	genus	1755683	6	0.076755962	0.031040874	0.105591261
D006262	genus	1840213	6	0.022501931	0.011313799	0.028614039
D006262	genus	1857532	6	0.049220311	0.041448817	0.044628881
D006262	genus	1918542	6	0.221850386	0.029130003	0.486539315
D006262	genus	1934946	6	0.180814131	0.164743139	0.055025388
D006262	genus	1979843	6	0.018754728	0.002293235	0.031062073
D006262	genus	2004797	6	0.789508246	0.040787645	1.301090913
D006262	genus	2211217	6	0.019994865	0.012527284	0.014080791
D006262	genus	2662752	6	0.12354931	0.069674991	0.170329622
D006262	genus	2767891	6	0.031471377	0.01989	0.029666477
D006262	genus	2815778	6	0.269982758	0.030716299	0.513260969
D006262	genus	2901261	6	0.02691632	0.008715002	0.044307812
D006262	genus	3018589	6	0.034761625	0.023677472	0.041200326
D006262	genus	93	5	0.006683946	0.005692816	0.002613117
D006262	genus	146	5	0.338528342	0.020698696	0.674499715
D006262	genus	978	5	0.027483722	0.029258587	0.024259886
D006262	genus	1013	5	0.123649959	0.039660506	0.14916183
D006262	genus	1177	5	0.016508916	0.015747722	0.005249202
D006262	genus	2357	5	0.042077511	0.006278942	0.072991886
D006262	genus	4958	5	0.004770001	0.00133	0.005743915
D006262	genus	5552	5	0.174253826	0.065870007	0.257232823
D006262	genus	28231	5	1.240798051	0.763358779	1.190298036
D006262	genus	44000	5	0.022210278	0.010707211	0.02546137
D006262	genus	53460	5	0.053494177	0.028487323	0.041828474
D006262	genus	55079	5	0.031733334	0.020986359	0.019967136
D006262	genus	58113	5	0.00948767	0.009586257	0.005482267
D006262	genus	79206	5	0.747926288	0.050459179	1.345079172
D006262	genus	85033	5	0.313825694	0.096463023	0.470147813
D006262	genus	85043	5	0.025939353	0.017156582	0.01888507
D006262	genus	158848	5	0.071618365	0.034670003	0.093287964
D006262	genus	165301	5	0.041495607	0.03012467	0.032124464
D006262	genus	200670	5	0.156244258	0.097367191	0.158392537
D006262	genus	203492	5	0.077041777	0.018836826	0.104753275
D006262	genus	213421	5	0.174436821	0.020841087	0.330355805
D006262	genus	227864	5	2.501975954	2.197802198	1.656222716
D006262	genus	246873	5	0.008992383	0.005751754	0.006404842
D006262	genus	303226	5	0.057661751	0.052286063	0.046130466
D006262	genus	379899	5	0.01672056	0.010721178	0.016301227
D006262	genus	460073	5	0.064157607	0.010547411	0.108611277
D006262	genus	518755	5	0.044401498	0.02371354	0.062547092
D006262	genus	577469	5	0.052077542	0.029258587	0.038007427
D006262	genus	622681	5	0.015407293	0.01611636	0.012023448
D006262	genus	643951	5	0.152123304	0.145007596	0.104354494
D006262	genus	1000999	5	0.022486765	0.022577441	0.00624699
D006262	genus	1004301	5	0.02709755	0.028758771	0.019858951
D006262	genus	1077263	5	0.015742548	0.018084818	0.011179049
D006262	genus	1077265	5	0.032002065	0.028961443	0.022217952
D006262	genus	1193503	5	0.042844386	0.013799131	0.067694778
D006262	genus	1215913	5	0.012783908	0.010128121	0.007812914
D006262	genus	1218803	5	0.703425282	0.669276424	0.179826022
D006262	genus	1279388	5	26.48394542	25.0	30.24331202
D006262	genus	1521255	5	0.272665031	0.027446137	0.464694678
D006262	genus	1544982	5	0.039695661	0.041430742	0.024330616
D006262	genus	1572663	5	0.59646234	0.058235465	0.913282789
D006262	genus	1573806	5	0.054382683	0.064036885	0.027598609
D006262	genus	1752728	5	0.017536213	0.002159769	0.032129634
D006262	genus	1789690	5	0.045905314	0.043411152	0.034683875
D006262	genus	1795363	5	0.035477358	0.029240479	0.023746526
D006262	genus	1945592	5	0.03985406	0.00051	0.08342683
D006262	genus	2060094	5	0.359129239	0.075520552	0.596351194
D006262	genus	2093335	5	0.03581775	0.021089766	0.046041472
D006262	genus	2518495	5	0.572018749	0.871509913	0.515553199
D006262	genus	2761542	5	0.002768163	0.00089	0.003572892
D006262	genus	2815775	5	0.003890431	0.004400154	0.002600936
D006262	genus	2829815	5	0.007819377	0.009391639	0.004958388
D006262	genus	2995122	5	0.005548719	0.003670527	0.005099762
D006262	genus	517	4	0.034685093	0.031423047	0.02984741
D006262	genus	898	4	0.335773908	0.021636571	0.633084759
D006262	genus	1030	4	2.342677584	0.023763762	4.639765929
D006262	genus	1158	4	0.031643971	0.032535098	0.022935608
D006262	genus	1851	4	0.156827079	0.161956245	0.051308885
D006262	genus	2023	4	0.11347639	0.084689839	0.098616393
D006262	genus	2375	4	0.046617707	0.038075981	0.046566269
D006262	genus	5422	4	9.909932457	5.847039622	13.18867914
D006262	genus	33981	4	0.029177752	0.026255257	0.018289665
D006262	genus	35798	4	0.095283925	0.102808032	0.051671899
D006262	genus	35838	4	0.08329166	0.084044323	0.032910445
D006262	genus	46468	4	0.014225278	0.012709702	0.009752208
D006262	genus	55506	4	1.154834229	1.156207565	1.235563402
D006262	genus	57739	4	0.030728592	0.003445879	0.055722064
D006262	genus	64968	4	0.043408957	0.003928	0.081605283
D006262	genus	82980	4	0.177177735	0.06963917	0.259486931
D006262	genus	93368	4	0.021282089	0.018845528	0.013504232
D006262	genus	112987	4	0.013488813	0.012997068	0.007614401
D006262	genus	142577	4	0.216953508	0.135146738	0.21776481
D006262	genus	146784	4	0.242772626	0.250822864	0.209832018
D006262	genus	157920	4	8.906969306	0.317680481	17.39030841
D006262	genus	188786	4	0.047636977	0.027219422	0.052998771
D006262	genus	212743	4	0.176665971	0.06811249	0.262070758
D006262	genus	221279	4	0.080993594	0.081492877	0.053301057
D006262	genus	231454	4	0.075845541	0.037750912	0.090617924
D006262	genus	292625	4	0.029705345	0.031757243	0.011549225
D006262	genus	317661	4	0.095257564	0.083407021	0.086993773
D006262	genus	332100	4	0.191299246	0.227160579	0.130302296
D006262	genus	347533	4	0.188398948	0.19591749	0.078406618
D006262	genus	359336	4	0.042855629	0.018700764	0.058718258
D006262	genus	366614	4	0.180665623	0.051022119	0.293397746
D006262	genus	415014	4	0.132202228	0.049240213	0.196512768
D006262	genus	497726	4	0.0590754	0.015276646	0.09323112
D006262	genus	568386	4	0.09680203	0.069106749	0.074269713
D006262	genus	582472	4	0.169777982	0.019950951	0.313038507
D006262	genus	661182	4	0.041440338	0.040337226	0.0160716
D006262	genus	695999	4	0.016647244	0.014063214	0.012839298
D006262	genus	697331	4	0.062295766	0.050417704	0.040841683
D006262	genus	768650	4	0.046197188	0.046983304	0.039043515
D006262	genus	940557	4	0.072029145	0.069764205	0.030850602
D006262	genus	1068873	4	2.755097171	1.869203926	2.505093597
D006262	genus	1170227	4	0.322263137	0.179369901	0.423152337
D006262	genus	1200657	4	0.17429868	0.06507493	0.264812797
D006262	genus	1329200	4	0.09874171	0.104110352	0.044556404
D006262	genus	1379908	4	0.046969496	0.03277566	0.053653515
D006262	genus	1433999	4	0.141047401	0.091064546	0.15505915
D006262	genus	1434004	4	0.097868143	0.098414054	0.073585999
D006262	genus	1434034	4	0.028835646	0.027533316	0.013398447
D006262	genus	1494958	4	8.243304445	6.822899026	8.915781503
D006262	genus	1524214	4	0.789730897	0.083474698	1.464789132
D006262	genus	1565313	4	0.211235042	0.097159924	0.285635897
D006262	genus	1573808	4	0.024830259	0.004251597	0.042012813
D006262	genus	1628153	4	0.018705956	0.009281196	0.022156767
D006262	genus	1649284	4	0.017060797	0.016090683	0.01143793
D006262	genus	1649474	4	0.030302171	0.027241282	0.024546063
D006262	genus	1759365	4	0.011459497	0.01361594	0.004557588
D006262	genus	1779141	4	0.014504007	0.015871743	0.006475488
D006262	genus	1825023	4	0.158563548	0.011830003	0.300999968
D006262	genus	1827277	4	0.543540854	0.389055617	0.577378023
D006262	genus	1911556	4	0.025401155	0.015090559	0.02479967
D006262	genus	2109263	4	0.018435958	0.012258729	0.013650043
D006262	genus	2233801	4	0.052859769	0.050922244	0.034539916
D006262	genus	2321111	4	0.016455044	0.000940107	0.031575929
D006262	genus	2321113	4	0.037544677	0.038695916	0.023443391
D006262	genus	2518497	4	0.041860648	0.007050305	0.071969307
D006262	genus	2758103	4	0.360955287	0.378855036	0.217987962
D006262	genus	2782229	4	1.46151016	1.357410007	1.403958967
D006262	genus	2782231	4	0.00524	0.001485	0.007553582
D006262	genus	2812025	4	0.040288548	0.040288548	0.021449
D006262	genus	3090883	4	0.042908006	0.042580285	0.00461755
D006262	genus	3119832	4	0.149835738	0.168574418	0.07998954
D006262	genus	18	3	0.046902807	0.006362133	0.072381147
D006262	genus	59	3	0.204426623	0.08615963	0.223348749
D006262	genus	85	3	0.013949672	0.013175231	0.0027993
D006262	genus	352	3	0.008876854	0.008060245	0.003700768
D006262	genus	522	3	0.094531701	0.086127345	0.065932639
D006262	genus	843	3	0.009843711	0.011860989	0.00667594
D006262	genus	1653	3	0.093298874	0.080919788	0.075532237
D006262	genus	1813	3	0.025378532	0.02323825	0.011579427
D006262	genus	1865	3	0.017084016	0.019201229	0.007793929
D006262	genus	2060	3	0.207362655	0.244788962	0.191364342
D006262	genus	2071	3	0.057590747	0.021828342	0.061942303
D006262	genus	2077	3	0.009922331	0.007554725	0.004634617
D006262	genus	2332	3	0.016800815	0.013287407	0.012048483
D006262	genus	4919	3	0.041025403	0.005946187	0.065611881
D006262	genus	28228	3	0.158460141	0.154697447	0.136099818
D006262	genus	33951	3	0.017419889	0.010727542	0.011734458
D006262	genus	34102	3	0.37120332	0.423429781	0.215139399
D006262	genus	35753	3	0.066656697	0.033943445	0.065802709
D006262	genus	39643	3	0.019666879	0.013269639	0.018643624
D006262	genus	44675	3	0.031706869	0.007237723	0.042381804
D006262	genus	45402	3	0.011523587	0.009930158	0.005868756
D006262	genus	45989	3	0.007488316	0.00736974	0.005038616
D006262	genus	46239	3	0.030674954	0.019803941	0.032041004
D006262	genus	46254	3	0.776938793	0.155864398	1.197389704
D006262	genus	49894	3	0.00994935	0.012010569	0.00496007
D006262	genus	53457	3	0.024410177	0.018370013	0.026011658
D006262	genus	56358	3	0.096266417	0.064368892	0.085813608
D006262	genus	59026	3	0.019033234	0.018879907	0.014184491
D006262	genus	65402	3	0.024145634	0.008774495	0.032403692
D006262	genus	70411	3	0.425887456	0.155128951	0.575109326
D006262	genus	74385	3	4.021013767	2.857142857	3.237151198
D006262	genus	84756	3	0.019737686	0.01899696	0.01476327
D006262	genus	111142	3	0.015562017	0.00577947	0.019608119
D006262	genus	111500	3	0.019054956	0.02269804	0.012471976
D006262	genus	135575	3	0.170916791	0.081766149	0.154787953
D006262	genus	146937	3	0.057083693	0.041649313	0.033519064
D006262	genus	160795	3	0.12683543	0.055490949	0.173669873
D006262	genus	168470	3	0.046622466	0.009856101	0.069649429
D006262	genus	171552	3	0.197638535	0.145209537	0.118607858
D006262	genus	178469	3	0.023772782	0.01520296	0.018713311
D006262	genus	181069	3	0.004143602	0.004193575	0.000185185
D006262	genus	182402	3	0.012036226	0.014138272	0.004425145
D006262	genus	182623	3	0.234071329	0.047936341	0.336624009
D006262	genus	186828	3	0.127018186	0.152726619	0.092073218
D006262	genus	187144	3	0.015587047	0.004709206	0.018943846
D006262	genus	204446	3	0.008385408	0.005828978	0.00465045
D006262	genus	204476	3	0.012378284	0.013083868	0.001222107
D006262	genus	224463	3	0.024347695	0.034525618	0.017676262
D006262	genus	225842	3	0.157417941	0.147562582	0.132968232
D006262	genus	249523	3	0.041380347	0.036613943	0.020468675
D006262	genus	256818	3	0.013670001	0.006379999	0.012626652
D006262	genus	265488	3	0.013638307	0.017591918	0.008505759
D006262	genus	283810	3	0.11158728	0.116788321	0.068068189
D006262	genus	285105	3	0.067933432	0.058160995	0.058887638
D006262	genus	290180	3	0.077846288	0.010707211	0.121464746
D006262	genus	303379	3	0.180097847	0.020584603	0.284967371
D006262	genus	305976	3	0.037985706	0.019723866	0.044956945
D006262	genus	332652	3	0.292813982	0.208806731	0.311838789
D006262	genus	334107	3	0.015414717	0.015901032	0.005074094
D006262	genus	359407	3	2.362226003	0.023218017	4.062065184
D006262	genus	396811	3	0.008884332	0.006458863	0.007267757
D006262	genus	402649	3	0.025439075	0.006892409	0.034714753
D006262	genus	413435	3	0.03953899	0.038651255	0.036156528
D006262	genus	418700	3	0.02633775	0.018268177	0.020896558
D006262	genus	442430	3	0.005663596	0.005177145	0.003163761
D006262	genus	455433	3	0.007746818	0.00459971	0.006755128
D006262	genus	458839	3	0.006717993	0.007543063	0.004316873
D006262	genus	459520	3	0.054028653	0.063931806	0.019449538
D006262	genus	475965	3	0.012888347	0.007138608	0.011235862
D006262	genus	510701	3	0.032982603	0.008916895	0.046419092
D006262	genus	511678	3	1.93502508	0.603800391	2.604992603
D006262	genus	518754	3	0.032447475	0.026951756	0.029127942
D006262	genus	660514	3	0.02243012	0.027452482	0.019587931
D006262	genus	1054211	3	0.137078949	0.123097583	0.030028165
D006262	genus	1055323	3	1.018022899	0.039366635	1.703523727
D006262	genus	1078904	3	0.028936399	0.035932447	0.018528931
D006262	genus	1120752	3	0.009260019	0.010135306	0.005045143
D006262	genus	1284657	3	0.00797657	0.00624756	0.003651572
D006262	genus	1432311	3	0.945060521	0.024543681	1.609686364
D006262	genus	1454725	3	0.767123113	0.092810737	1.236140761
D006262	genus	1470540	3	0.131276302	0.035460993	0.191649054
D006262	genus	1508451	3	0.026435373	0.029839612	0.012553642
D006262	genus	1511635	3	0.011377914	0.012304663	0.001605178
D006262	genus	1538466	3	0.010880709	0.005494505	0.009329179
D006262	genus	1543704	3	0.005593884	0.005593884	0.0
D006262	genus	1648508	3	0.083385026	0.091483424	0.019636779
D006262	genus	1649292	3	0.155197533	0.013693539	0.256620151
D006262	genus	1649468	3	0.008556871	0.009780611	0.007896442
D006262	genus	1649469	3	0.297555974	0.225534419	0.322278979
D006262	genus	1649476	3	0.008185557	0.010361084	0.003768123
D006262	genus	1649484	3	0.056437218	0.044033465	0.050026729
D006262	genus	1742990	3	0.07125761	0.015666205	0.107658317
D006262	genus	1747773	3	0.005338141	0.00459971	0.001940444
D006262	genus	1759371	3	0.010608325	0.003263388	0.013189816
D006262	genus	1768185	3	0.087923414	0.089909399	0.059862206
D006262	genus	1909407	3	0.02183846	0.027343799	0.01675358
D006262	genus	1930613	3	0.056582045	0.012557884	0.083097594
D006262	genus	1930924	3	0.202071505	0.045492949	0.285641786
D006262	genus	1973274	3	0.116362152	0.0039	0.197515717
D006262	genus	2023705	3	0.032599049	0.020715371	0.027286487
D006262	genus	2024975	3	0.145943953	0.063870556	0.186783913
D006262	genus	2315876	3	0.01545873	0.013832215	0.003198524
D006262	genus	2675230	3	0.194313796	0.000920693	0.334966679
D006262	genus	2689614	3	0.061223219	0.087143438	0.047310747
D006262	genus	2767888	3	0.123279758	0.132362674	0.115326867
D006262	genus	2767892	3	0.319772273	0.008716985	0.54614724
D006262	genus	2791001	3	26.32440934	0.515162279	45.10265537
D006262	genus	2817139	3	0.003803333	0.003240001	0.002925958
D006262	genus	2884634	3	0.197313866	0.00226175	0.33961857
D006262	genus	2967351	3	0.005313777	0.004489998	0.001426827
D006262	genus	3409995	3	0.058708984	0.046934585	0.049051786
D006262	genus	6	2	0.011731964	0.011731964	0.000776982
D006262	genus	47	2	0.027516605	0.027516605	0.009088924
D006262	genus	105	2	0.022831761	0.022831761	0.02245759
D006262	genus	133	2	0.029602973	0.029602973	0.025691703
D006262	genus	403	2	0.299506043	0.299506043	0.117269253
D006262	genus	416	2	0.151731449	0.151731449	0.198748152
D006262	genus	543	2	0.380367878	0.380367878	0.469768731
D006262	genus	551	2	0.020639998	0.020639998	0.008301429
D006262	genus	780	2	0.007180752	0.007180752	0.001981712
D006262	genus	939	2	0.018188932	0.018188932	0.023893271
D006262	genus	992	2	0.004528286	0.004528286	0.000981157
D006262	genus	1068	2	0.020722168	0.020722168	0.0
D006262	genus	1070	2	0.281466687	0.281466687	0.338749552
D006262	genus	1372	2	0.087920558	0.087920558	0.056412722
D006262	genus	1651	2	0.030880311	0.030880311	0.007927299
D006262	genus	1873	2	0.064515534	0.064515534	0.023613468
D006262	genus	2000	2	0.011524193	0.011524193	0.003189141
D006262	genus	2013	2	0.065711503	0.065711503	0.01062977
D006262	genus	2034	2	0.008014001	0.008014001	0.006861193
D006262	genus	2132	2	0.002185848	0.002185848	0.000291221
D006262	genus	2349	2	0.046434016	0.046434016	0.057120625
D006262	genus	2420	2	13.58125662	13.58125662	4.320338748
D006262	genus	2735	2	0.024608564	0.024608564	0.027724257
D006262	genus	5453	2	2.91920674	2.91920674	3.754903297
D006262	genus	5806	2	0.009961937	0.009961937	0.0
D006262	genus	5820	2	0.00483643	0.00483643	0.000618335
D006262	genus	13134	2	0.057987762	0.057987762	0.070744877
D006262	genus	29331	2	3.577523159	3.577523159	0.008619049
D006262	genus	32205	2	0.192319478	0.192319478	0.013322641
D006262	genus	33983	2	7.758229228	7.758229228	10.83617315
D006262	genus	35812	2	0.069899408	0.069899408	0.050107717
D006262	genus	35823	2	0.033744837	0.033744837	0.02781512
D006262	genus	36910	2	0.039286412	0.039286412	0.033228938
D006262	genus	41201	2	0.02236	0.02236	0.0
D006262	genus	43673	2	0.053901834	0.053901834	0.048079549
D006262	genus	45667	2	0.031280508	0.031280508	0.039797436
D006262	genus	45669	2	0.041171668	0.041171668	0.025200694
D006262	genus	46205	2	0.043608207	0.043608207	0.00204703
D006262	genus	48073	2	0.017626621	0.017626621	0.017089571
D006262	genus	50709	2	0.192711165	0.192711165	0.260125732
D006262	genus	52959	2	0.039117645	0.039117645	0.015046931
D006262	genus	54066	2	0.03058993	0.03058993	0.004328456
D006262	genus	61434	2	0.014715982	0.014715982	0.0
D006262	genus	81466	2	0.06435043	0.06435043	0.08190263
D006262	genus	84034	2	0.28909155	0.28909155	0.083634161
D006262	genus	85018	2	0.150343978	0.150343978	0.196167454
D006262	genus	89092	2	0.130856493	0.130856493	0.089396329
D006262	genus	91559	2	0.005653027	0.005653027	0.001137129
D006262	genus	91914	2	6.068630276	6.068630276	0.219127527
D006262	genus	93217	2	0.079535098	0.079535098	0.03107822
D006262	genus	104267	2	0.043519752	0.043519752	0.009129116
D006262	genus	106146	2	0.003143625	0.003143625	0.00287583
D006262	genus	109168	2	0.02052424	0.02052424	0.00734347
D006262	genus	109262	2	0.034307747	0.034307747	0.017177411
D006262	genus	116071	2	14.28815899	14.28815899	20.10518678
D006262	genus	120652	2	0.021386873	0.021386873	0.012328747
D006262	genus	125287	2	0.003642283	0.003642283	0.001403298
D006262	genus	136491	2	0.085361696	0.085361696	0.074522829
D006262	genus	141450	2	0.091034744	0.091034744	0.096764875
D006262	genus	145357	2	0.11076472	0.11076472	0.062231187
D006262	genus	146936	2	0.000255554	0.000255554	0.000303273
D006262	genus	149711	2	0.177107328	0.177107328	0.23219916
D006262	genus	152161	2	0.015241537	0.015241537	0.00212255
D006262	genus	165812	2	0.024839503	0.024839503	0.025370904
D006262	genus	166588	2	0.017498879	0.017498879	0.017362032
D006262	genus	166953	2	0.018642743	0.018642743	0.001784336
D006262	genus	168934	2	0.021498298	0.021498298	0.01397126
D006262	genus	171413	2	0.312212101	0.312212101	0.411686264
D006262	genus	171550	2	0.213695963	0.213695963	0.275517121
D006262	genus	182269	2	0.027966079	0.027966079	0.010207449
D006262	genus	186831	2	0.190398503	0.190398503	0.210719392
D006262	genus	190323	2	0.001455237	0.001455237	0.001167062
D006262	genus	198705	2	0.02877551	0.02877551	0.037483025
D006262	genus	204037	2	0.749107613	0.749107613	0.295484661
D006262	genus	211469	2	0.107804152	0.107804152	0.090147956
D006262	genus	214906	2	0.433779774	0.433779774	0.50877822
D006262	genus	224461	2	0.017821366	0.017821366	0.019107502
D006262	genus	225447	2	0.015750358	0.015750358	0.012251595
D006262	genus	237179	2	0.008693923	0.008693923	0.00465719
D006262	genus	240233	2	0.139459867	0.139459867	0.181756624
D006262	genus	244825	2	0.029005704	0.029005704	0.011724302
D006262	genus	252356	2	0.066608803	0.066608803	0.032044946
D006262	genus	268408	2	0.129448291	0.129448291	0.011277516
D006262	genus	274470	2	0.017039537	0.017039537	0.014266148
D006262	genus	281119	2	0.011045873	0.011045873	0.005863765
D006262	genus	286130	2	0.018463671	0.018463671	0.016354114
D006262	genus	286729	2	0.007983682	0.007983682	0.003964904
D006262	genus	289201	2	0.04932523	0.04932523	0.056295721
D006262	genus	292713	2	0.06826822	0.06826822	0.075779124
D006262	genus	300418	2	0.034640839	0.034640839	0.015839382
D006262	genus	305899	2	0.163729188	0.163729188	0.127957827
D006262	genus	316612	2	0.000665451	0.000665451	0.000147854
D006262	genus	320599	2	0.065833043	0.065833043	0.067421692
D006262	genus	332157	2	0.019525571	0.019525571	0.009150527
D006262	genus	335928	2	0.008731337	0.008731337	0.0
D006262	genus	338321	2	0.01640029	0.01640029	0.017734914
D006262	genus	342943	2	1.225708352	1.225708352	1.072565916
D006262	genus	344063	2	0.037245856	0.037245856	0.000324397
D006262	genus	348581	2	0.012294684	0.012294684	0.00815615
D006262	genus	349314	2	0.017521499	0.017521499	0.011318454
D006262	genus	356797	2	0.36693918	0.36693918	0.399658818
D006262	genus	358023	2	0.038051497	0.038051497	0.046646199
D006262	genus	360541	2	0.06962558	0.06962558	0.087619827
D006262	genus	365348	2	0.017279285	0.017279285	0.00490596
D006262	genus	373053	2	0.056731985	0.056731985	0.05790263
D006262	genus	376469	2	0.036968804	0.036968804	0.016184188
D006262	genus	381430	2	0.008554716	0.008554716	0.009386793
D006262	genus	388463	2	0.178805438	0.178805438	0.248761929
D006262	genus	388745	2	0.037186597	0.037186597	0.026566908
D006262	genus	391952	2	0.017619002	0.017619002	0.006150928
D006262	genus	392735	2	0.011809085	0.011809085	0.012410457
D006262	genus	393029	2	0.002023472	0.002023472	0.0
D006262	genus	414715	2	0.010916155	0.010916155	0.002611023
D006262	genus	418103	2	0.00483643	0.00483643	0.000618335
D006262	genus	435139	2	0.010362609	0.010362609	0.001607489
D006262	genus	456492	2	0.01884095	0.01884095	0.00042807
D006262	genus	475230	2	0.010045899	0.010045899	0.007715063
D006262	genus	475966	2	0.181983076	0.181983076	0.173936709
D006262	genus	487628	2	0.007031607	0.007031607	0.0
D006262	genus	510690	2	0.062303597	0.062303597	0.077149538
D006262	genus	561554	2	0.18793876	0.18793876	0.23144747
D006262	genus	568387	2	0.024190344	0.024190344	0.028687552
D006262	genus	568400	2	0.027794179	0.027794179	0.025513737
D006262	genus	574899	2	0.018346762	0.018346762	0.017897979
D006262	genus	596499	2	0.038747476	0.038747476	0.020089385
D006262	genus	600332	2	0.006422195	0.006422195	0.0
D006262	genus	613121	2	0.009496449	0.009496449	0.007275901
D006262	genus	644355	2	0.004081155	0.004081155	0.000437874
D006262	genus	649462	2	0.019099395	0.019099395	0.014777471
D006262	genus	683756	2	0.000180051	0.000180051	0.000155635
D006262	genus	690086	2	0.017695907	0.017695907	0.001537774
D006262	genus	700450	2	0.01749192	0.01749192	8.94e-05
D006262	genus	863253	2	0.027507324	0.027507324	0.01132834
D006262	genus	998014	2	0.208452796	0.208452796	0.081925008
D006262	genus	1048851	2	0.036776867	0.036776867	0.023363693
D006262	genus	1079922	2	0.043917624	0.043917624	0.033679068
D006262	genus	1091044	2	0.682704547	0.682704547	0.964386557
D006262	genus	1121254	2	0.01869882	0.01869882	0.021793738
D006262	genus	1134403	2	0.015698652	0.015698652	0.002670607
D006262	genus	1137960	2	0.039007763	0.039007763	0.026054283
D006262	genus	1198243	2	0.121410213	0.121410213	0.096221573
D006262	genus	1227556	2	0.048854835	0.048854835	0.027157484
D006262	genus	1233054	2	0.004738706	0.004738706	0.000605827
D006262	genus	1266053	2	0.085241665	0.085241665	0.087011257
D006262	genus	1303912	2	0.063456782	0.063456782	0.027628797
D006262	genus	1335483	2	0.01990513	0.01990513	0.027654802
D006262	genus	1382832	2	0.11921158	0.11921158	0.099252844
D006262	genus	1383070	2	0.016590992	0.016590992	0.010643817
D006262	genus	1395974	2	0.079928173	0.079928173	0.098842275
D006262	genus	1400386	2	0.042986103	0.042986103	0.054299546
D006262	genus	1408818	2	0.138982389	0.138982389	0.049684896
D006262	genus	1433995	2	0.02936	0.02936	0.0
D006262	genus	1434011	2	2.604736039	2.604736039	3.662287386
D006262	genus	1434048	2	0.039984908	0.039984908	0.012790591
D006262	genus	1443919	2	0.092729225	0.092729225	0.075750528
D006262	genus	1471398	2	0.033877318	0.033877318	0.000994504
D006262	genus	1472673	2	0.034926646	0.034926646	0.020726761
D006262	genus	1495649	2	0.014892073	0.014892073	0.004515224
D006262	genus	1505664	2	0.020787139	0.020787139	0.024235574
D006262	genus	1522056	2	0.2008212	0.2008212	0.282999974
D006262	genus	1525371	2	0.029823233	0.029823233	0.0094051
D006262	genus	1541817	2	0.121485299	0.121485299	0.076810349
D006262	genus	1611681	2	0.011873143	0.011873143	0.003781214
D006262	genus	1647173	2	0.015679619	0.015679619	0.002643691
D006262	genus	1647178	2	0.027931017	0.027931017	0.013810803
D006262	genus	1649462	2	0.015307526	0.015307526	0.014496382
D006262	genus	1649480	2	0.004619013	0.004619013	0.001960484
D006262	genus	1649489	2	0.026283595	0.026283595	0.030422555
D006262	genus	1649501	2	0.011976883	0.011976883	0.012358089
D006262	genus	1649506	2	0.012206852	0.012206852	0.001120026
D006262	genus	1742993	2	0.072574956	0.072574956	0.005656301
D006262	genus	1748772	2	0.038223805	0.038223805	0.017730867
D006262	genus	1763552	2	0.016333443	0.016333443	0.005050179
D006262	genus	1769729	2	0.272521195	0.272521195	0.372248306
D006262	genus	1770170	2	0.093556587	0.093556587	0.073587323
D006262	genus	1771349	2	0.005444389	0.005444389	0.002131868
D006262	genus	1777753	2	0.007896172	0.007896172	0.003358141
D006262	genus	1804994	2	0.011716986	0.011716986	0.008077566
D006262	genus	1820337	2	0.059492025	0.059492025	0.052663168
