disease	taxon_rank_level	ncbi_taxon_id	samples	abus_mean	abus_median	abus_sd
D006262	genus	507	60	0.166835166	0.079981268	0.217260889
D006262	genus	44259	60	0.330268722	0.016482734	0.824491935
D006262	genus	89966	60	0.02517242	0.000308591	0.106348928
D006262	genus	226	59	0.071598589	0.01832173	0.092000796
D006262	genus	2742	59	0.027727158	0.001139086	0.104245738
D006262	genus	85413	59	0.118833498	0.029172183	0.265828629
D006262	genus	653683	59	0.639207936	0.095129376	1.737829804
D006262	genus	1742989	59	0.292137107	0.147590584	0.316480062
D006262	genus	434	58	1.349407339	0.046149083	9.329034581
D006262	genus	866	58	9.401119079	0.99009901	21.08291675
D006262	genus	1434006	58	0.078002707	0.034685816	0.101387107
D006262	genus	2767327	58	0.134688764	0.008570207	0.55514364
D006262	genus	37914	57	0.162685572	0.081168831	0.216306379
D006262	genus	400634	57	0.690377094	0.031456433	1.178376891
D006262	genus	1004303	57	0.060287244	0.022158377	0.098679981
D006262	genus	59735	56	0.087576567	0.038707924	0.132393224
D006262	genus	1231242	56	0.066972003	0.000732269	0.308695926
D006262	genus	1926659	56	1.075794934	0.351754912	1.951478025
D006262	genus	357	55	1.115597757	0.632250316	1.533036675
D006262	genus	13334	55	0.497894031	0.007114754	2.893644834
D006262	genus	90964	54	0.321384013	0.149173911	0.400000665
D006262	genus	2884456	54	0.196096824	0.097005316	0.270386581
D006262	genus	590	53	2.874757908	0.05068	13.13478296
D006262	genus	74015	53	0.632903413	0.029047813	1.312873096
D006262	genus	118747	53	0.019582529	0.006559997	0.034046455
D006262	genus	999488	53	0.023090863	0.003325158	0.128111687
D006262	genus	29330	52	0.031571993	0.015645005	0.039458113
D006262	genus	59753	52	0.089113185	0.010792286	0.17250152
D006262	genus	958	51	0.052747518	0.023498081	0.096132781
D006262	genus	1549619	51	0.034194077	0.012211503	0.069569999
D006262	genus	336260	50	0.000989611	0.000569543	0.001785421
D006262	genus	413496	50	0.059877653	0.006617423	0.133449713
D006262	genus	2946534	50	0.039125317	0.004663658	0.099459099
D006262	genus	74243	49	0.180037436	0.124817974	0.167688135
D006262	genus	137460	49	0.622583219	0.222930922	1.233352029
D006262	genus	150247	49	4.316455291	0.103849863	14.46258424
D006262	genus	207599	49	0.031839318	0.010547411	0.039835905
D006262	genus	81	47	0.037828442	0.011055628	0.073888178
D006262	genus	712	47	0.002359534	0.002359534	0.0
D006262	genus	190972	47	0.189821202	0.116144019	0.376450665
D006262	genus	1737068	47	0.000514319	0.000514319	0.0
D006262	genus	33986	46	0.32918993	0.083306965	0.553187313
D006262	genus	141948	46	0.14690282	0.106478285	0.226986973
D006262	genus	332248	46	0.122773569	0.094928902	0.117690551
D006262	genus	182709	45	0.921003993	0.591060214	1.575444874
D006262	genus	227873	45	0.043716537	0.036607049	0.030016461
D006262	genus	504481	45	0.057927179	0.033029066	0.083830256
D006262	genus	1577789	45	2.089136847	0.05350932	11.21708297
D006262	genus	1840214	44	0.034092981	0.032340106	0.052019439
D006262	genus	1937007	44	0.044180253	0.023295407	0.049331183
D006262	genus	68287	43	0.102210579	0.046879995	0.136254014
D006262	genus	290425	42	0.013101548	0.012752153	0.005300499
D006262	genus	1330547	42	0.183529101	0.011934818	0.546646258
D006262	genus	46913	40	0.095989037	0.035673192	0.164853711
D006262	genus	69965	40	0.024329571	0.005819999	0.053453856
D006262	genus	195950	40	0.112187406	0.037699932	0.17611348
D006262	genus	308865	40	0.029844188	0.010623051	0.041575185
D006262	genus	432330	40	0.075383349	0.006372046	0.328515095
D006262	genus	2129	39	0.184390099	0.030025021	0.333405132
D006262	genus	467747	39	0.138600109	0.038509423	0.147403916
D006262	genus	20	38	0.072871784	0.026891925	0.143029835
D006262	genus	38501	38	0.10948747	0.040847819	0.155609453
D006262	genus	2171991	38	0.012010212	0.002970001	0.018515906
D006262	genus	49082	37	1.907880697	0.160441775	4.661783924
D006262	genus	165697	37	0.097269884	0.036238449	0.14670031
D006262	genus	1663426	37	0.036849167	0.019257366	0.051414449
D006262	genus	63743	36	0.03351472	0.025819996	0.033273519
D006262	genus	2901164	36	0.019175004	0.005704997	0.033260482
D006262	genus	12960	35	0.033472333	0.03170577	0.017134967
D006262	genus	173479	35	1.760091724	0.017047392	10.13407925
D006262	genus	296051	35	0.03272006	0.019299058	0.038051557
D006262	genus	380738	35	0.254428783	0.205985702	0.139468025
D006262	genus	468938	35	0.091516765	0.039863326	0.11432005
D006262	genus	2767880	35	0.018770191	0.008060158	0.026921476
D006262	genus	43996	34	0.685017674	0.070981738	1.418589577
D006262	genus	131079	34	0.082465582	0.075834071	0.074094938
D006262	genus	400060	34	1.106575342	0.607107911	1.302322079
D006262	genus	1033997	34	0.087860297	0.020719366	0.342315452
D006262	genus	1389453	34	0.16999977	0.156433089	0.13259939
D006262	genus	1434046	34	0.07634879	0.071617315	0.064040146
D006262	genus	1921511	34	0.07062358	0.023704227	0.163600429
D006262	genus	832	33	0.62503496	0.010165529	2.297293704
D006262	genus	51668	33	1.564299684	0.036226634	8.695217492
D006262	genus	96783	33	2.996291821	1.913875598	2.988722816
D006262	genus	648800	33	0.786613377	0.1910544	0.881735905
D006262	genus	1291539	33	2.914967107	0.176678445	14.96171658
D006262	genus	1906156	33	0.455453395	0.042838783	1.270722399
D006262	genus	1981050	33	0.093199517	0.02174824	0.181492479
D006262	genus	10	32	0.074627247	0.010583591	0.128860934
D006262	genus	963	32	0.249806297	0.038407725	0.340610699
D006262	genus	28048	32	0.02740065	0.020679104	0.026650378
D006262	genus	33057	32	0.034516001	0.003426183	0.088070351
D006262	genus	65551	32	1.700915074	0.029351639	5.451051118
D006262	genus	3037982	32	0.04048937	0.035714286	0.035049919
D006262	genus	657	31	0.225539625	0.163287355	0.582091954
D006262	genus	1569	31	0.181501159	0.008766763	0.287813182
D006262	genus	112008	31	3.141214481	0.037054682	17.04721986
D006262	genus	1069494	31	0.144380037	0.02467156	0.293961071
D006262	genus	1649512	31	1.106123216	0.058526797	5.862445582
D006262	genus	33958	30	0.24801352	0.032469538	0.526132417
D006262	genus	186650	30	0.083469928	0.046458568	0.121602375
D006262	genus	256319	30	0.005387124	0.003365813	0.011071172
D006262	genus	1184396	30	0.096780663	0.084607496	0.044173065
D006262	genus	53	29	0.117759154	0.066462847	0.195748137
D006262	genus	2723	29	0.05897056	0.037491179	0.059525559
D006262	genus	76831	29	0.082639336	0.088415636	0.088530873
D006262	genus	125216	29	0.133337364	0.026539278	0.244475666
D006262	genus	227979	29	0.424147966	0.055944056	1.89875846
D006262	genus	1085622	29	1.585489032	0.147880133	7.51627653
D006262	genus	1146865	29	0.000313344	0.000313344	0.0
D006262	genus	1330546	29	0.146006045	0.027889997	0.265299003
D006262	genus	893	28	0.459341079	0.016266591	1.23866107
D006262	genus	150203	28	0.731644181	0.030860492	3.680720102
D006262	genus	361177	28	0.787705056	0.030939903	3.766425217
D006262	genus	995019	28	0.020501237	0.016091051	0.014180224
D006262	genus	1981033	28	0.395383692	0.06393	0.596577221
D006262	genus	16	27	0.094307579	0.038920016	0.113049803
D006262	genus	338	27	0.221601634	0.138818778	0.310995093
D006262	genus	29580	27	0.182870327	0.010252204	0.504581405
D006262	genus	53246	27	0.131217224	0.011607469	0.533391982
D006262	genus	204447	27	0.129936132	0.032182626	0.293122878
D006262	genus	246875	27	0.213268914	0.168421053	0.202466011
D006262	genus	265570	27	0.061931887	0.040630405	0.089321535
D006262	genus	648802	27	0.850828758	0.01913335	3.075798986
D006262	genus	2005387	27	0.017792604	0.004553843	0.032500533
D006262	genus	2038	26	0.010972375	0.004075017	0.021360563
D006262	genus	2160	26	0.177595125	0.004982864	0.59478729
D006262	genus	53335	26	0.04429309	0.0106	0.092405441
D006262	genus	83614	26	0.156645152	0.060110473	0.194639281
D006262	genus	130795	26	0.080957812	0.057274071	0.071835735
D006262	genus	167375	26	0.313566481	0.0328911	0.566459895
D006262	genus	428711	26	0.461958021	0.114232841	1.039902363
D006262	genus	1427378	26	0.270162481	0.13492837	0.348134661
D006262	genus	1882917	26	0.076320242	0.023930146	0.212781328
D006262	genus	33877	25	0.183540811	0.036754571	0.294049888
D006262	genus	44013	25	0.113489765	0.037133309	0.360801779
D006262	genus	2847312	25	1.136263496	0.417180042	2.104033448
D006262	genus	3121626	25	0.122733662	0.013963555	0.320957613
D006262	genus	67575	24	0.031908565	0.008195994	0.076182778
D006262	genus	255204	24	0.667873061	0.161974144	0.864188557
D006262	genus	490567	24	0.070005849	0.038903056	0.132564499
D006262	genus	1279384	24	0.016684199	0.003575	0.042973372
D006262	genus	1664383	24	0.060515608	0.017248935	0.135943769
D006262	genus	2815780	24	0.00336233	0.00061007	0.006902757
D006262	genus	76008	23	0.009743054	0.009120154	0.003407264
D006262	genus	161492	23	0.186160367	0.030841986	0.363725074
D006262	genus	221216	23	0.041403569	0.012923713	0.078784797
D006262	genus	292480	23	0.209068736	0.071577407	0.480865571
D006262	genus	518753	23	0.200612292	0.061355339	0.372565753
D006262	genus	2039714	23	0.087805662	0.014724288	0.223745869
D006262	genus	2692118	23	0.154386979	0.092600019	0.181948351
D006262	genus	914	22	0.046218366	0.019827234	0.075388544
D006262	genus	34072	22	0.265729837	0.179973884	0.265421919
D006262	genus	41273	22	0.345615678	0.037639274	0.828029791
D006262	genus	254245	22	0.097669456	0.056993695	0.105467566
D006262	genus	423349	22	0.067370557	0.022186406	0.119159614
D006262	genus	1330545	22	0.127027539	0.034904009	0.193034318
D006262	genus	1705353	22	0.073093062	0.04108928	0.093215294
D006262	genus	445	21	0.261885876	0.02257846	0.886503511
D006262	genus	1647	21	0.084541674	0.020715371	0.132119485
D006262	genus	2053	21	0.047328603	0.035816619	0.047126894
D006262	genus	55968	21	0.166378323	0.064423106	0.224004894
D006262	genus	84036	21	0.071992278	0.029847776	0.154480735
D006262	genus	143222	21	0.088101925	0.083303582	0.043384703
D006262	genus	191494	21	0.047714295	0.020945333	0.060938006
D006262	genus	265718	21	0.009672644	0.006747354	0.010744519
D006262	genus	401469	21	0.256989039	0.03170577	0.613202087
D006262	genus	1206748	21	0.052469363	0.046139649	0.045414627
D006262	genus	1784836	21	0.096031075	0.062299751	0.093005001
D006262	genus	413	20	0.094578882	0.093504889	0.048816323
D006262	genus	629	20	0.006436793	0.000222031	0.018505671
D006262	genus	2222	20	0.472911718	0.015663861	1.996641864
D006262	genus	2755	20	0.430963831	0.583521589	0.362837683
D006262	genus	81852	20	0.036243115	0.022481402	0.039380853
D006262	genus	114248	20	0.147697993	0.056638227	0.241275267
D006262	genus	120831	20	0.072960755	0.018037036	0.165219147
D006262	genus	323620	20	0.091740912	0.01224313	0.174246955
D006262	genus	489909	20	0.217210172	0.113869773	0.280578703
D006262	genus	1154586	20	0.056252307	0.026584674	0.056438923
D006262	genus	1210119	20	0.046976931	0.020097623	0.058150397
D006262	genus	1313213	20	0.014488754	0.003448831	0.044995316
D006262	genus	2923352	20	0.001371188	0.001274999	0.001033133
D006262	genus	123	19	0.026458532	0.018158707	0.028982168
D006262	genus	48463	19	0.089792134	0.010128121	0.267177622
D006262	genus	196013	19	0.0918614	0.005009492	0.157144727
D006262	genus	263370	19	0.416778516	0.031064651	0.809734434
D006262	genus	1146845	19	0.035564376	0.02977569	0.030527048
D006262	genus	1522432	19	0.11933927	0.073294818	0.095876843
D006262	genus	349	18	0.023709827	0.001190858	0.046015433
D006262	genus	810	18	0.07181865	0.075248068	0.042760177
D006262	genus	2040	18	0.055149341	0.037656728	0.045683636
D006262	genus	31988	18	0.042887073	0.029259723	0.046835869
D006262	genus	70774	18	0.159265038	0.051901856	0.245353176
D006262	genus	171412	18	1.378716008	0.380567346	4.295640964
D006262	genus	243627	18	0.035952585	0.032903736	0.019287904
D006262	genus	489140	18	0.013574884	0.014100785	0.00223121
D006262	genus	1572763	18	0.025451608	0.005741821	0.051510482
D006262	genus	1654787	18	0.498207152	0.014480099	1.916123007
D006262	genus	2315418	18	0.061855522	0.0224923	0.120721992
D006262	genus	2321114	18	0.017085002	0.015181546	0.008075681
D006262	genus	1033	17	0.030078165	0.00609031	0.061843175
D006262	genus	32257	17	0.204657694	0.02160605	0.449607073
D006262	genus	44748	17	0.018909658	0.014504946	0.022256503
D006262	genus	261963	17	0.0093189	0.0093189	0.0
D006262	genus	295577	17	0.469007075	0.013832215	1.861448092
D006262	genus	295595	17	0.229230292	0.221238938	0.180231088
D006262	genus	335058	17	0.027471761	0.0148	0.037642309
D006262	genus	335405	17	0.084927714	0.027506533	0.166908497
D006262	genus	398041	17	0.043445811	0.024001536	0.052254439
D006262	genus	1281902	17	0.358562833	0.015018559	1.366666019
D006262	genus	1407056	17	0.017244154	0.017244154	0.0
D006262	genus	1643958	17	0.100620461	0.028384899	0.227840742
D006262	genus	1937664	17	0.069634792	0.010209998	0.148871727
D006262	genus	2767882	17	0.019609534	0.007530001	0.030206842
D006262	genus	2207	16	0.067668574	0.019658504	0.15006987
D006262	genus	47494	16	0.062680396	0.017913477	0.132425127
D006262	genus	62918	16	0.613078614	0.54005946	0.500983268
D006262	genus	64001	16	0.028306226	0.023178498	0.015110264
D006262	genus	86795	16	0.064559906	0.037858974	0.088002977
D006262	genus	174951	16	0.227984085	0.278071332	0.158621666
D006262	genus	238783	16	0.067196743	0.048450662	0.05993422
D006262	genus	299566	16	0.069237693	0.0531296	0.061093946
D006262	genus	1502180	16	0.067231662	0.016333312	0.144442727
D006262	genus	1779134	16	0.580402047	0.024976453	1.5047462
D006262	genus	1913599	16	0.14903397	0.06392532	0.206327273
D006262	genus	1935192	16	0.226456496	0.082758574	0.299101677
D006262	genus	1567	15	0.01011261	0.000840336	0.015522695
D006262	genus	60892	15	0.072824928	0.017120682	0.13549566
D006262	genus	332102	15	0.13562036	0.026969929	0.276991421
D006262	genus	354349	15	0.16287995	0.065620386	0.224812113
D006262	genus	467975	15	0.220571671	0.047243165	0.261760646
D006262	genus	1274351	15	19.97146601	0.051710128	34.96956086
D006262	genus	1354333	15	0.616450958	0.075150301	1.81536075
D006262	genus	1931224	15	0.110589279	0.104438642	0.060849447
D006262	genus	635	14	0.218281336	0.130978286	0.249161914
D006262	genus	1645	14	0.148148006	0.046611894	0.201326104
D006262	genus	28219	14	0.086150182	0.000950522	0.237318176
D006262	genus	47420	14	0.122799484	0.139112546	0.080809182
D006262	genus	55193	14	0.215665358	0.059999999	0.341829533
D006262	genus	73029	14	0.078516327	0.054473911	0.080367238
D006262	genus	75309	14	0.195458968	0.108762722	0.20992552
D006262	genus	82802	14	0.317258789	0.237947763	0.503525272
D006262	genus	186806	14	0.019962883	0.014475446	0.026600595
D006262	genus	228923	14	0.04917921	0.044443123	0.024847478
D006262	genus	292628	14	0.074294845	0.026745593	0.141892321
D006262	genus	482629	14	0.016902653	0.010263442	0.020906471
D006262	genus	2055880	14	0.113953183	0.032255001	0.221400236
D006262	genus	2815786	14	2.607899677	0.859655672	4.919316989
D006262	genus	3277338	14	0.299693229	0.049864504	0.532914659
D006262	genus	101	13	0.044625084	0.036556388	0.0401856
D006262	genus	2147	13	0.117490054	0.002022897	0.410542913
D006262	genus	59734	13	4.950803173	0.035849978	14.28721887
D006262	genus	82982	13	0.107394838	0.03656013	0.1275487
D006262	genus	134550	13	0.036213687	0.025601639	0.031108397
D006262	genus	178440	13	0.020346113	0.019143641	0.014278818
D006262	genus	204456	13	0.163686205	0.033443138	0.174587388
D006262	genus	307628	13	0.081768154	0.035570311	0.15301194
D006262	genus	418499	13	0.018821583	0.011579435	0.016648243
D006262	genus	1004300	13	0.031875064	0.015825445	0.033057508
D006262	genus	1433993	13	0.04193449	0.043860718	0.030689248
D006262	genus	1508657	13	0.118464241	0.045150124	0.230919893
D006262	genus	1649502	13	0.380287499	0.231958763	0.326297416
D006262	genus	1804993	13	0.493572558	0.09667173	0.929312685
D006262	genus	2211225	13	0.047610122	0.017428688	0.050843597
D006262	genus	2718525	13	0.288512192	0.1138012	0.374560535
D006262	genus	113	12	0.029677381	0.015317846	0.036416945
D006262	genus	279	12	0.18879458	0.024187369	0.410173676
D006262	genus	1370	12	0.005259424	0.000648635	0.015624316
D006262	genus	28253	12	0.08917197	0.028715343	0.179584675
D006262	genus	29404	12	0.02477726	0.019804835	0.025368732
D006262	genus	34104	12	0.169955471	0.041128261	0.408472498
D006262	genus	72763	12	1.029701066	0.015750487	2.957435203
D006262	genus	79328	12	0.091347961	0.040866494	0.104961328
D006262	genus	118966	12	0.020904599	0.015702271	0.01512061
D006262	genus	154116	12	0.348762698	0.14356457	0.37525861
D006262	genus	203470	12	0.237345254	0.083093402	0.44918891
D006262	genus	311181	12	0.092503264	0.087883945	0.043043668
D006262	genus	323413	12	0.03410488	0.017090898	0.057363723
D006262	genus	343873	12	0.130344302	0.028868181	0.30548073
D006262	genus	356778	12	0.040345333	0.052145368	0.025010677
D006262	genus	361607	12	0.225406797	0.150238886	0.241176085
D006262	genus	378210	12	0.090918275	0.057820917	0.089712473
D006262	genus	529881	12	0.214768544	0.107932015	0.388146838
D006262	genus	559173	12	0.020909357	0.013237058	0.023556399
D006262	genus	651810	12	0.021298361	0.015795365	0.018334025
D006262	genus	682522	12	0.049511123	0.049728555	0.036706402
D006262	genus	704093	12	0.368919529	0.053548144	0.542868624
D006262	genus	795750	12	0.022371697	0.019380376	0.020273446
D006262	genus	1159323	12	0.750348443	0.078258209	1.757935493
D006262	genus	1501224	12	0.015589979	0.010003328	0.013216103
D006262	genus	1742991	12	0.218771278	0.113617347	0.277647728
D006262	genus	1742992	12	0.372501803	0.091294164	0.526366866
D006262	genus	1748767	12	0.020701535	0.019181118	0.010350883
D006262	genus	1891672	12	0.038836093	0.034905717	0.032482544
D006262	genus	1980675	12	0.070929802	0.033029995	0.103188619
D006262	genus	2100764	12	5.937006172	0.023697333	12.75064192
D006262	genus	2803850	12	0.016106708	0.00294	0.028018422
D006262	genus	2895509	12	0.565933483	0.245839926	0.877375636
D006262	genus	64	11	0.015735415	0.014166313	0.005317899
D006262	genus	99	11	0.015754418	0.017840152	0.009382202
D006262	genus	107	11	0.127290774	0.044848795	0.261672646
D006262	genus	776	11	0.042393986	0.009262118	0.097177616
D006262	genus	1707	11	0.057588233	0.033463908	0.069178937
D006262	genus	2330	11	0.187592812	0.072221128	0.296327465
D006262	genus	5740	11	0.033171367	0.004001115	0.065083961
D006262	genus	49279	11	0.105591736	0.006465273	0.253420872
D006262	genus	53416	11	0.15643229	0.11186761	0.175619528
D006262	genus	111830	11	0.057626184	0.048412753	0.053201207
D006262	genus	119977	11	0.310641249	0.335298878	0.185499079
D006262	genus	256616	11	0.181297085	0.171538356	0.132296291
D006262	genus	346096	11	0.156795032	0.023172823	0.405837095
D006262	genus	487649	11	0.011568612	0.010423082	0.004600133
D006262	genus	908284	11	0.018323168	0.000381473	0.059505869
D006262	genus	944321	11	0.034243076	0.024611144	0.030014126
D006262	genus	1553903	11	0.54126542	0.148468079	0.844429145
D006262	genus	1637257	11	0.0152648	0.00075	0.02247081
D006262	genus	1648517	11	0.019103588	0.000664728	0.06115478
D006262	genus	1692042	11	0.025204307	0.016773833	0.020078265
D006262	genus	1890298	11	0.076449483	0.070930911	0.074984464
D006262	genus	1934947	11	0.101615435	0.051367664	0.112570666
D006262	genus	1960084	11	0.646796735	0.680798391	0.388188178
D006262	genus	2941496	11	0.173969038	0.02856	0.441672244
D006262	genus	3120720	11	0.039272663	0.027807387	0.035597129
D006262	genus	441	10	0.489792068	0.092434917	1.039440384
D006262	genus	919	10	0.02976936	0.026447326	0.023868477
D006262	genus	29526	10	0.415073632	0.049656087	1.049428671
D006262	genus	93171	10	0.02282747	0.017799091	0.015645037
D006262	genus	110932	10	0.193390486	0.11948555	0.260703717
D006262	genus	169055	10	0.035184526	0.035440398	0.024378254
D006262	genus	202746	10	0.049741036	0.020879247	0.084365329
D006262	genus	222991	10	0.491640536	0.041837813	1.271154121
D006262	genus	323449	10	0.047166585	0.027690579	0.049519731
D006262	genus	455076	10	0.036707305	0.020316458	0.033065205
D006262	genus	596498	10	0.072391566	0.028013576	0.14521516
D006262	genus	610116	10	0.021087482	0.016226391	0.011803342
D006262	genus	929509	10	0.015040335	0.01153701	0.016821657
D006262	genus	1288026	10	0.036143875	0.012862712	0.06586572
D006262	genus	1348508	10	0.010665927	0.00848062	0.007964149
D006262	genus	1434702	10	0.115408749	0.016545804	0.285639353
D006262	genus	1643824	10	0.100965906	0.046547643	0.136390438
D006262	genus	1648511	10	0.056440362	0.04388896	0.054507263
D006262	genus	1762932	10	0.000353826	0.000353826	0.0
D006262	genus	1912215	10	0.065063264	0.020206802	0.10960038
D006262	genus	2024199	10	0.022725616	0.001675026	0.034452702
D006262	genus	2983249	10	0.006548421	0.004165203	0.006969846
D006262	genus	404	9	0.398513078	0.341005968	0.332443531
D006262	genus	1073	9	0.787461113	0.20988806	1.16614034
D006262	genus	1817	9	0.016263691	0.002904191	0.031058063
D006262	genus	4038	9	0.552858965	0.112591481	0.754022608
D006262	genus	33969	9	0.043168691	0.026020003	0.049580656
D006262	genus	34037	9	0.085131088	0.029355644	0.104764647
D006262	genus	34098	9	0.03539561	0.010111351	0.053539734
D006262	genus	48075	9	0.031136356	0.007587973	0.040741791
D006262	genus	67572	9	0.082537366	0.064392817	0.072909889
D006262	genus	75654	9	0.192599167	0.04681374	0.429122103
D006262	genus	100132	9	0.057237838	0.06428366	0.033324637
D006262	genus	219181	9	0.205952057	0.170610489	0.248256861
D006262	genus	265487	9	0.024673523	0.019904459	0.024767076
D006262	genus	293136	9	0.105049908	0.058526797	0.130885481
D006262	genus	312278	9	0.016809953	0.014622555	0.009284306
D006262	genus	414371	9	0.061499471	0.042251141	0.053699967
D006262	genus	469322	9	0.059229817	0.044202151	0.058678327
D006262	genus	1145345	9	0.021641353	0.00951149	0.031158963
D006262	genus	1276290	9	1.255028577	0.016949998	3.097716596
D006262	genus	1519373	9	0.117692349	0.109784548	0.10487995
D006262	genus	1549126	9	0.04708539	0.007848677	0.113278043
D006262	genus	1734920	9	0.045833687	0.041804855	0.036395761
D006262	genus	1769713	9	0.206816018	0.010376314	0.5891487
D006262	genus	1827484	9	0.111951045	0.092148913	0.082739614
D006262	genus	2045098	9	0.023402349	0.015747722	0.01929946
D006262	genus	2767884	9	0.328350181	0.06238	0.511844259
D006262	genus	2834348	9	0.067998085	0.044532382	0.056482042
D006262	genus	2983477	9	0.002630416	0.00256645	0.002470392
D006262	genus	379	8	0.028084064	0.005964999	0.034913208
D006262	genus	862	8	1.097586786	0.042717589	2.955818046
D006262	genus	1060	8	0.051295047	0.035732655	0.055468976
D006262	genus	13075	8	0.909739764	0.153121733	2.061450943
D006262	genus	28065	8	0.069853168	0.026088935	0.091782032
D006262	genus	28209	8	0.04635565	0.025332031	0.038146092
D006262	genus	31980	8	0.044761761	0.037148953	0.043957141
D006262	genus	36853	8	9.483335741	4.742722097	11.56529064
D006262	genus	41949	8	0.084730458	0.08696935	0.038029111
D006262	genus	43676	8	0.387696265	0.01758943	0.918157906
D006262	genus	57479	8	0.124283649	0.031046492	0.166948645
D006262	genus	64895	8	0.142230004	0.177457915	0.073658484
D006262	genus	84406	8	5.468399493	1.003496683	7.99686405
D006262	genus	93681	8	0.177962257	0.02842337	0.349460645
D006262	genus	94008	8	0.160444952	0.07169655	0.159790228
D006262	genus	151037	8	0.126419397	0.060996091	0.196006625
D006262	genus	153265	8	0.029297764	0.024448153	0.028403457
D006262	genus	186475	8	0.019169272	0.014520097	0.014264061
D006262	genus	191373	8	0.055468984	0.054748771	0.026526519
D006262	genus	233189	8	0.021285658	0.01429339	0.017919748
D006262	genus	329857	8	0.033376465	0.016904076	0.035763513
D006262	genus	404432	8	0.006588271	0.003210106	0.007615724
D006262	genus	475961	8	2.350587541	0.087486907	6.397404934
D006262	genus	556257	8	0.077124503	0.077188197	0.065632664
D006262	genus	1004302	8	0.056587897	0.022906271	0.066485462
D006262	genus	1055688	8	1.583741224	1.13806589	1.738779142
D006262	genus	1210116	8	0.023740695	0.018030241	0.017910781
D006262	genus	1249554	8	0.0362391	0.01569307	0.044737346
D006262	genus	1564515	8	0.012681744	0.009270653	0.011363214
D006262	genus	1618330	8	0.046919627	0.01464423	0.096746266
D006262	genus	1649295	8	0.158214144	0.009465	0.214279615
D006262	genus	1649475	8	0.149024536	0.050175191	0.249789563
D006262	genus	1649503	8	0.149860281	0.025175205	0.355974022
D006262	genus	1649511	8	0.227223593	0.262572807	0.195770536
D006262	genus	1855416	8	0.065445232	0.02744111	0.12419384
D006262	genus	1914234	8	0.456582842	0.00428578	1.221451519
D006262	genus	1961799	8	0.01201488	0.010561699	0.008011474
D006262	genus	1962854	8	0.272714638	0.007307003	0.70329248
D006262	genus	2767889	8	0.234274217	0.068043675	0.414507085
D006262	genus	2976153	8	0.015389752	0.004161502	0.02732126
D006262	genus	234	7	0.03020884	0.009542659	0.048102446
D006262	genus	864	7	1.589271367	0.044590009	4.02547521
D006262	genus	1111	7	0.039587388	0.021080369	0.039182543
D006262	genus	1573	7	0.016610677	0.008260344	0.021928752
D006262	genus	1663	7	0.027951922	0.013810247	0.030183044
D006262	genus	1835	7	0.101092873	0.10640356	0.063366669
D006262	genus	1860	7	0.013744469	0.012657026	0.006922372
D006262	genus	28895	7	0.068384562	0.036930831	0.107494631
D006262	genus	29407	7	0.174073129	0.023621582	0.375882059
D006262	genus	32199	7	0.073845991	0.039525692	0.093382849
D006262	genus	43773	7	0.46757454	0.03551767	1.171915696
D006262	genus	57499	7	0.096821008	0.021721423	0.16193934
D006262	genus	57665	7	0.017595608	0.0152207	0.014109487
D006262	genus	70994	7	0.005897606	0.005026262	0.002862646
D006262	genus	75984	7	0.099861785	0.078846587	0.09475635
D006262	genus	114627	7	0.326482904	0.088331419	0.626238386
D006262	genus	115780	7	0.27480534	0.10719071	0.27728236
D006262	genus	186817	7	0.437154286	0.070771408	0.6743644
D006262	genus	200623	7	0.0530394	0.010904531	0.102389044
D006262	genus	241189	7	0.667193605	0.312959924	0.628052159
D006262	genus	281915	7	0.325000344	0.192502533	0.307435045
D006262	genus	354354	7	0.036428103	0.0330841	0.020985776
D006262	genus	365532	7	0.039809648	0.009586257	0.042150309
D006262	genus	374468	7	2.51337151	0.011526386	6.608792382
D006262	genus	377315	7	0.062212841	0.014314798	0.132116617
D006262	genus	380240	7	0.065684029	0.06684492	0.049807676
D006262	genus	561367	7	0.341582679	0.028630963	0.817879662
D006262	genus	596707	7	0.019050922	0.014145272	0.010343666
D006262	genus	1193515	7	0.126890449	0.091683039	0.104090051
D006262	genus	1274363	7	0.040383297	0.037234703	0.030244081
D006262	genus	1408194	7	0.043920546	0.012917727	0.069990265
D006262	genus	1434010	7	0.019988669	0.019201229	0.011897819
D006262	genus	1472763	7	0.080938707	0.010349999	0.136476189
D006262	genus	1484898	7	0.115234048	0.030436768	0.172590713
D006262	genus	1562564	7	0.040826605	0.04026228	0.029141212
D006262	genus	1663425	7	0.034605862	0.035570311	0.028986974
D006262	genus	1663717	7	12.41311865	0.776233152	26.38614743
D006262	genus	1803399	7	0.79567181	0.012611401	1.601246626
D006262	genus	1843210	7	0.417632001	0.005242739	1.094129634
D006262	genus	1884449	7	7.469287939	6.060606061	7.023034436
D006262	genus	1922299	7	0.024081433	0.00311	0.055681744
D006262	genus	1980038	7	0.876025988	0.037347053	1.959481607
D006262	genus	2125991	7	0.050138617	0.021080369	0.060732937
D006262	genus	55	6	0.045747289	0.030080295	0.041778018
D006262	genus	191	6	0.039766927	0.028002498	0.028872623
D006262	genus	1011	6	0.00752669	0.00831663	0.002252811
D006262	genus	1041	6	0.045584589	0.025473676	0.049192165
D006262	genus	34084	6	0.00365146	0.000280033	0.008352084
D006262	genus	34096	6	0.101367952	0.034441465	0.169911792
