disease	taxon_rank_level	ncbi_taxon_id	samples	abus_mean	abus_median	abus_sd
D003424	genus	2944147	28	0.009630141	0.00144	0.01670846
D003424	genus	2944197	28	0.063866692	0.058047705	0.054982816
D003424	genus	1918540	27	0.896644747	0.172506097	2.968196592
D003424	genus	1926677	27	0.175124458	0.00624	0.850610438
D003424	genus	1918598	26	0.569146367	0.40851006	0.56344444
D003424	genus	196082	25	0.05643476	0.00465	0.222206412
D003424	genus	2093823	25	0.155784079	0.01379	0.559804919
D003424	genus	2983250	25	0.010037675	0.003031102	0.020384595
D003424	genus	48736	24	0.257651798	0.163313334	0.294025436
D003424	genus	59732	24	0.134205187	0.017828542	0.277296342
D003424	genus	909928	23	0.215119728	0.036582179	0.600514308
D003424	genus	222	22	0.868961876	0.295862382	2.38804641
D003424	genus	47670	22	0.238278166	0.166540829	0.24122843
D003424	genus	1472762	22	0.239075244	0.039264907	0.43109684
D003424	genus	2126002	22	0.129544274	0.017175979	0.22664138
D003424	genus	2944149	22	0.005801199	0.003676797	0.007448299
D003424	genus	407	21	0.162643902	0.083768284	0.27759055
D003424	genus	59735	21	0.214582501	0.18018018	0.15282193
D003424	genus	168808	21	0.835738391	0.379854887	1.059301568
D003424	genus	2070447	21	0.043918752	0.046088259	0.021952682
D003424	genus	2171986	21	0.785161477	0.436432638	0.904163196
D003424	genus	2801844	21	0.024667891	0.008369999	0.066263584
D003424	genus	2975519	21	0.163008117	0.100440824	0.134861615
D003424	genus	160674	20	0.293393253	0.150639191	0.735757003
D003424	genus	248038	20	0.249740623	0.212110625	0.192068031
D003424	genus	651554	20	0.24421349	0.137049993	0.343167945
D003424	genus	40323	19	0.463559931	0.22586664	0.864332556
D003424	genus	157	18	0.186302653	0.170640854	0.103315543
D003424	genus	662	18	0.061338699	0.029204502	0.120333644
D003424	genus	2049	18	0.247550438	0.111430951	0.405167267
D003424	genus	4930	18	0.030221458	0.010230001	0.053234614
D003424	genus	2093825	18	0.418633506	0.140055969	0.565055455
D003424	genus	2767879	18	0.165990236	0.17370083	0.126445733
D003424	genus	1470353	17	0.050708909	0.037113263	0.047793964
D003424	genus	2983247	17	0.026740481	0.007483423	0.040845865
D003424	genus	1647	16	0.193927211	0.097342499	0.286413525
D003424	genus	2086	16	0.48527783	0.348949933	0.565322369
D003424	genus	32008	16	0.096265207	0.004364999	0.226137329
D003424	genus	1827195	16	0.101923269	0.080906172	0.066814421
D003424	genus	702	15	1.207389297	0.180270018	2.092396004
D003424	genus	28263	15	0.074142169	0.033468322	0.080477535
D003424	genus	1774107	15	0.359343427	0.121094696	0.480716711
D003424	genus	1849828	15	0.556789101	0.081493137	0.88480644
D003424	genus	2137577	15	0.109925518	0.055727583	0.120487931
D003424	genus	16	14	0.494228799	0.449420737	0.334576969
D003424	genus	1645	14	0.370561813	0.235117884	0.327690437
D003424	genus	33882	14	0.245783202	0.179463962	0.286619468
D003424	genus	85413	14	0.413400269	0.336725836	0.266663606
D003424	genus	165696	14	0.234136105	0.116879869	0.250624028
D003424	genus	258514	14	0.013751976	0.000389334	0.049900883
D003424	genus	501783	14	0.189816166	0.118479916	0.217297556
D003424	genus	588605	14	0.166698409	0.032489993	0.265018829
D003424	genus	653683	14	0.242001535	0.170776186	0.266860229
D003424	genus	1738645	14	0.107315556	0.025986802	0.127288167
D003424	genus	1824856	14	0.276458242	0.23962367	0.183691183
D003424	genus	2082587	14	0.246201409	0.257279043	0.187886774
D003424	genus	2944150	14	0.046098538	0.045972422	0.027709316
D003424	genus	613	13	0.255301235	0.22918823	0.170638071
D003424	genus	713	13	0.333454934	0.322883033	0.16716875
D003424	genus	2093	13	0.039635125	0.001883942	0.077163381
D003424	genus	2745	13	0.301055796	0.141322781	0.461539833
D003424	genus	12967	13	0.144457231	0.031205539	0.234928198
D003424	genus	106589	13	0.713789706	0.748987854	0.53743516
D003424	genus	142577	13	0.15351468	0.06530399	0.177659114
D003424	genus	1573536	13	0.131521083	0.111600915	0.07877824
D003424	genus	75	12	0.246711162	0.191033487	0.222970956
D003424	genus	37914	12	0.176752243	0.141033678	0.076753024
D003424	genus	42255	12	0.132145653	0.054146106	0.193073654
D003424	genus	162290	12	0.114271532	0.118050659	0.068578785
D003424	genus	2739835	12	0.028085959	0.005089999	0.059704053
D003424	genus	2740557	12	0.0474675	0.005495001	0.111589335
D003424	genus	642	11	0.579433435	0.141411944	1.079822634
D003424	genus	113286	11	0.183255776	0.051229508	0.260896605
D003424	genus	2171988	11	0.009700911	0.002440001	0.020011183
D003424	genus	265	10	0.36843495	0.124639541	0.79293777
D003424	genus	586	10	0.368037331	0.182689396	0.561381197
D003424	genus	44259	10	0.191195509	0.207241823	0.120862677
D003424	genus	374468	10	3.259516674	0.055944978	6.344742608
D003424	genus	1980697	10	0.109167999	0.114885329	0.063188576
D003424	genus	283	9	0.869007414	0.310834813	0.880412772
D003424	genus	1696	9	0.044617036	0.043051901	0.031424974
D003424	genus	12916	9	0.048617433	0.019770006	0.075775502
D003424	genus	13075	9	0.200700805	0.201733413	0.116213414
D003424	genus	40840	9	0.131452331	0.106983655	0.087013828
D003424	genus	57494	9	0.507880263	0.537323303	0.239134147
D003424	genus	100175	9	0.025927362	0.000705674	0.075634296
D003424	genus	292480	9	0.152239335	0.114416476	0.120229262
D003424	genus	379065	9	0.512819125	0.60547348	0.223828642
D003424	genus	1213720	9	0.202472789	0.16206073	0.121680373
D003424	genus	1906156	9	0.115379876	0.048524845	0.132970499
D003424	genus	2767880	9	0.038951979	0.00214	0.077213709
D003424	genus	2944143	9	0.006180166	0.003504719	0.006249396
D003424	genus	2983509	9	0.165030654	0.092021801	0.237823629
D003424	genus	1386	8	0.965237185	0.047052717	2.169936855
D003424	genus	2053	8	0.100197371	0.088171665	0.052995071
D003424	genus	84162	8	0.067323802	0.009375234	0.116484024
D003424	genus	118747	8	0.022374608	0.009821756	0.036649199
D003424	genus	149698	8	0.094503104	0.073637525	0.068205973
D003424	genus	203470	8	0.079964388	0.08133513	0.02651818
D003424	genus	447792	8	0.159428732	0.011844999	0.341684906
D003424	genus	1981028	8	0.144175383	0.132569029	0.048474962
D003424	genus	2834348	8	1.900647539	0.022819998	4.090529718
D003424	genus	2847314	8	0.105266552	0.11969998	0.078791677
D003424	genus	963	7	0.140053277	0.143217232	0.086684302
D003424	genus	1298	7	0.154566836	0.147710487	0.103901734
D003424	genus	1827	7	0.061356083	0.058913054	0.062332033
D003424	genus	2152	7	0.82906598	0.64147018	0.810352243
D003424	genus	2717	7	0.116580775	0.095773973	0.06935712
D003424	genus	2747	7	0.024641267	0.001819999	0.041048846
D003424	genus	41275	7	0.390891473	0.159457843	0.635983969
D003424	genus	268408	7	0.150482812	0.141317788	0.087890277
D003424	genus	704093	7	0.305252689	0.264970853	0.216675823
D003424	genus	1632780	7	0.080877601	0.0829302	0.040285704
D003424	genus	830	6	0.721743032	0.091131401	1.593010682
D003424	genus	1269	6	0.164162922	0.156309032	0.162929403
D003424	genus	28453	6	0.85101269	0.196543486	1.571025222
D003424	genus	43996	6	0.156058123	0.107374806	0.121226033
D003424	genus	44249	6	0.06805864	0.025930001	0.081388497
D003424	genus	66831	6	0.633622873	0.178746635	1.181636393
D003424	genus	128827	6	0.364188423	0.271029992	0.356416748
D003424	genus	195950	6	0.167527571	0.130206589	0.169761728
D003424	genus	236752	6	0.395983286	0.024566789	0.632108457
D003424	genus	428711	6	0.023649557	0.012509435	0.024332494
D003424	genus	445219	6	0.161848673	0.156706447	0.129338764
D003424	genus	504481	6	0.121708755	0.095306688	0.105527047
D003424	genus	1509243	6	0.212917035	0.140846251	0.188897795
D003424	genus	1549619	6	0.068422713	0.073039071	0.044732047
D003424	genus	2767890	6	0.374527195	0.05330999	0.537314701
D003424	genus	2944195	6	0.002470283	0.001255847	0.002346762
D003424	genus	22	5	0.124880724	0.035089996	0.145272438
D003424	genus	374	5	0.098918346	0.141700405	0.079614879
D003424	genus	1663	5	0.151411985	0.005209999	0.329006555
D003424	genus	29521	5	12.50054887	1.166820702	25.99848338
D003424	genus	31983	5	0.31601039	0.27318	0.3040529
D003424	genus	36739	5	0.165673772	0.046950806	0.279239837
